10013 — Super long sums [UVA]
codeforces.com/contest/56/problem/E (5)
codeforces.com/contest/57/problem/C (4)
codeforces.com/contest/58/problem/B (3)
codeforces.com/contest/58/problem/C (4)
codeforces.com/contest/58/problem/D (4)
codeforces.com/contest/58/problem/E (6)
codeforces.com/contest/597/problem/A (1)
codeforces.com/contest/597/problem/B (3)
codeforces.com/contest/597/problem/C (4)
codeforces.com/contest/598/problem/B (3)
codeforces.com/contest/598/problem/C (4)
codeforces.com/contest/598/problem/D (3)
codeforces.com/contest/598/problem/E (4)
codeforces.com/contest/59/problem/C (3)
codeforces.com/contest/59/problem/E (5)
codeforces.com/contest/5/problem/A (2)
codeforces.com/contest/5/problem/B (3)
codeforces.com/contest/5/problem/C (4)
codeforces.com/contest/5/problem/E (6)
codeforces.com/contest/60/problem/A (1)
codeforces.com/contest/60/problem/B (3)
codeforces.com/contest/60/problem/C (4)
codeforces.com/contest/60/problem/D (6)
codeforces.com/contest/61/problem/C (4)
codeforces.com/contest/61/problem/D (4)
codeforces.com/contest/61/problem/E (4)
codeforces.com/contest/627/problem/D (7)
codeforces.com/contest/633/problem/F (7)
codeforces.com/contest/633/problem/G (8)
codeforces.com/contest/637/problem/B (3)
codeforces.com/contest/638/problem/B (3)
codeforces.com/contest/638/problem/C (4)
codeforces.com/contest/638/problem/D (5)
codeforces.com/contest/63/problem/D (3)
codeforces.com/contest/63/problem/E (5)
codeforces.com/contest/643/problem/A 3
codeforces.com/contest/645/problem/E (5)
codeforces.com/contest/653/problem/E (6)
codeforces.com/contest/664/problem/D 4
codeforces.com/contest/666/problem/C 7
codeforces.com/contest/667/problem/A 2
codeforces.com/contest/667/problem/C (3)
codeforces.com/contest/669/problem/E 5
codeforces.com/contest/66/problem/A (2)
codeforces.com/contest/66/problem/B (2)
codeforces.com/contest/672/problem/C 4
codeforces.com/contest/675/problem/D 4
codeforces.com/contest/675/problem/E 5
codeforces.com/contest/678/problem/B 2
codeforces.com/contest/678/problem/C 2
codeforces.com/contest/678/problem/E (5)
codeforces.com/contest/67/problem/A (3)
codeforces.com/contest/67/problem/C (4)
codeforces.com/contest/67/problem/D (4)
codeforces.com/contest/680/problem/E 7
codeforces.com/contest/687/problem/D 6
codeforces.com/contest/68/problem/A (1)
codeforces.com/contest/68/problem/B (3)
codeforces.com/contest/68/problem/C (5)
codeforces.com/contest/68/problem/D (5)
codeforces.com/contest/696/problem/D 8
codeforces.com/contest/698/problem/D 8
codeforces.com/contest/69/problem/D (4)
codeforces.com/contest/69/problem/E (3)
codeforces.com/contest/6/problem/A (1)
codeforces.com/contest/6/problem/B (2)
codeforces.com/contest/6/problem/C (2)
codeforces.com/contest/6/problem/D (4)
codeforces.com/contest/6/problem/E (4)
codeforces.com/contest/700/problem/C 7
codeforces.com/contest/703/problem/E (7)
codeforces.com/contest/707/problem/E 7 [2D]
codeforces.com/contest/709/problem/E (6)
codeforces.com/contest/70/problem/A (2)
codeforces.com/contest/70/problem/D (5)
codeforces.com/contest/710/problem/C 4
codeforces.com/contest/710/problem/D (6)
codeforces.com/contest/710/problem/E (4)
codeforces.com/contest/711/problem/E (8)
codeforces.com/contest/712/problem/C 3
codeforces.com/contest/712/problem/D 5
codeforces.com/contest/713/problem/C 7
codeforces.com/contest/713/problem/D 6
codeforces.com/contest/714/problem/C 5
codeforces.com/contest/714/problem/D 8
codeforces.com/contest/715/problem/C 9
codeforces.com/contest/716/problem/C 4
codeforces.com/contest/716/problem/D 7
codeforces.com/contest/718/problem/C (8)
codeforces.com/contest/718/problem/D 8
codeforces.com/contest/719/problem/B 2
codeforces.com/contest/719/problem/C 3
codeforces.com/contest/71/problem/C (3)
codeforces.com/contest/721/problem/E 7
codeforces.com/contest/722/problem/E (9)
codeforces.com/contest/722/problem/F (8)
codeforces.com/contest/723/problem/C 4
codeforces.com/contest/723/problem/E (6)
codeforces.com/contest/723/problem/F 7
codeforces.com/contest/724/problem/B 3
codeforces.com/contest/724/problem/C 5
codeforces.com/contest/724/problem/D 5
codeforces.com/contest/725/problem/C 4
codeforces.com/contest/725/problem/D 4
codeforces.com/contest/725/problem/E 6
codeforces.com/contest/725/problem/F 9
codeforces.com/contest/727/problem/A (3)
codeforces.com/contest/727/problem/C (2)
codeforces.com/contest/727/problem/D 4
codeforces.com/contest/727/problem/E 7
codeforces.com/contest/727/problem/F 6
codeforces.com/contest/729/problem/B 2
codeforces.com/contest/729/problem/C 3
codeforces.com/contest/729/problem/D 3
codeforces.com/contest/729/problem/E 4
codeforces.com/contest/729/problem/F 6
codeforces.com/contest/731/problem/D 7
codeforces.com/contest/731/problem/E 5
codeforces.com/contest/731/problem/F 4
codeforces.com/contest/732/problem/E 5
codeforces.com/contest/732/problem/F 7
codeforces.com/contest/733/problem/F 7
codeforces.com/contest/734/problem/E (5)
codeforces.com/contest/735/problem/E 9
codeforces.com/contest/739/problem/C (8)
codeforces.com/contest/73/problem/B (4)
codeforces.com/contest/73/problem/C (4)
codeforces.com/contest/741/problem/C 6
codeforces.com/contest/741/problem/D 8
codeforces.com/contest/742/problem/D 4
codeforces.com/contest/743/problem/E 6
codeforces.com/contest/745/problem/E (7)
codeforces.com/contest/746/problem/C 3
codeforces.com/contest/746/problem/D 3
codeforces.com/contest/746/problem/E 5
codeforces.com/contest/746/problem/F 6
codeforces.com/contest/746/problem/G 5
codeforces.com/contest/747/problem/D (4)
codeforces.com/contest/747/problem/E 4
codeforces.com/contest/747/problem/F (5)
codeforces.com/contest/749/problem/C 3
codeforces.com/contest/749/problem/D 5
codeforces.com/contest/749/problem/E 8
codeforces.com/contest/74/problem/C (4)
codeforces.com/contest/750/problem/E (7)
codeforces.com/contest/750/problem/F 9
codeforces.com/contest/752/problem/D 5
codeforces.com/contest/752/problem/E (5)
codeforces.com/contest/752/problem/F 5
codeforces.com/contest/753/problem/C 7
codeforces.com/contest/754/problem/C 5
codeforces.com/contest/754/problem/E 6
codeforces.com/contest/757/problem/E (8)
codeforces.com/contest/757/problem/F 7
codeforces.com/contest/758/problem/E (8)
codeforces.com/contest/758/problem/F (7)
codeforces.com/contest/759/problem/C (7)
codeforces.com/contest/75/problem/A (1)
codeforces.com/contest/75/problem/C (3)
codeforces.com/contest/760/problem/B (3)
codeforces.com/contest/760/problem/B 3
